775	enjoying
776	entertainment
777	events
778	excellently
779	exceptional
780	exquisite
781	fabulous
782	fact
783	feel
784	fit
785	gave
786	giving
787	happy
788	hear
789	holds
790	hungry
791	individuals
792	inspired
793	japaneses
794	leaves
795	luxurious
796	mark
797	market
798	meet
799	nestled
800	noodles
801	olive
802	orientated
803	part
804	play
805	pleasant
806	praised
807	premises
808	proximity
809	purchase
810	quickly
811	rang
812	recently
813	reputation
814	rest
815	sale
816	say
817	says
818	select
819	space
820	stay
821	suggest
822	supplies
823	taking
824	think
825	today
826	ve
827	visiting
828	walk
829	were
830	wish
831	wont
832	19
833	2
834	20gbp
835	23
836	24
837	30gbp
838	additionally
839	affordably
840	alike
841	ambient
842	amount
843	any
844	approved
845	array
846	assorted
847	attitude
848	averaged
849	avoid
850	bear
851	begin
852	beverage
853	blocks
854	casual
855	charge
856	charming
857	chesterton
858	childless
859	chop
860	clientele
861	coast
862	combo
863	complete
864	conducive
865	cooks
866	costumers
867	deemed
868	deserts
869	desired
870	diner
871	diners
872	drinking
873	drop
874	e25
875	easy
876	eaten
877	emerging
878	enjoyable
879	equally
880	escargot
881	especially
882	european
883	exceed
884	extra
885	familiar
886	favored
887	feedback
888	focused
889	forget
890	fried
891	front
892	gains
893	gather
894	goods
895	grapes
896	grown
897	guests
898	hamburger
899	healthy
900	hot
901	indeed
902	kind
903	lacks
904	large
905	least
906	liked
907	locale
908	lunches
909	maintains
910	me
911	mere
912	minors
913	mixed
914	modern
915	mostly
916	none
917	noodle
918	normally
919	often
920	ordered
921	pairings
922	par
923	partner
924	patrons
925	paying
926	perfectly
927	plate
928	pleased
929	pop
930	possible
931	prams
932	prefer
933	quid
934	refreshments
935	regular
936	resides
937	rich
938	riverbank
939	said
940	sample
941	satisfactory
942	satisfied
943	scene
944	scenery
945	scenic
946	seek
947	several
948	show
949	south
950	spectrum
951	status
952	steep
953	sub
954	superior
955	sustenance
956	takeaway
957	tea
958	tends
959	thing
960	traveling
961	trip
962	uk
963	unique
964	visited
965	wouldn
966	!
967	20l
968	20lb
969	33
970	35
971	3out
972	50
973	99
974	absolutely
975	accessible
976	accommodate
977	accommodations
978	actively
979	ad
980	afternoon
981	albeit
982	ans
983	appeal
984	appetite
985	areas
986	assortment
987	attained
988	attention
989	audience
990	awarded
991	baby
992	babysitter
993	badly
994	barely
995	bargains
996	beer
997	beginning
998	bes
999	big
1000	blow
1001	blue
1002	boast
1003	bought
1004	breaking
1005	bringing
1006	brings
1007	buck
1008	calm
1009	carryout
1010	cast
1011	celebrating
1012	certainly
1013	choices
1014	classified
1015	classy
1016	climbing
1017	closest
1018	coffees
1019	comfort
1020	company
1021	competitor
1022	consider
1023	contains
1024	cook
1025	coupled
1026	course
1027	cousin
1028	cracker
1029	crazy
1030	critics
1031	crowds
1032	culinary
1033	cute
1034	days
1035	de
1036	decadent
1037	decided
1038	delight
1039	delivery
1040	did
1041	directly
1042	disappointing
1043	discriminating
1044	dish
1045	dogs
1046	ear
1047	earning
1048	easily
1049	effective
1050	either
1051	entrees
1052	established
1053	establishments
1054	ethnic
1055	exactly
1056	example
1057	exceeding
1058	exclusively
1059	expected
1060	f30
1061	famed
1062	fans
1063	favourite
1064	feature
1065	featured
1066	finding
1067	fitzbilies
1068	flare
1069	flavorful
1070	foe
1071	fondues
1072	fool
1073	france
1074	friendliness
1075	furniture
1076	fusion
1077	gained
1078	general
1079	glisson
1080	grand
1081	greasy
1082	greek
1083	grill
1084	guest
1085	happen
1086	hearty
1087	help
1088	hi
1089	holiday
1090	hosts
1091	houses
1092	ideally
1093	impressive
1094	include
1095	individual
1096	inn
1097	laid
1098	landmark
1099	late
1100	law
1101	leaving
1102	lives
1103	locating
1104	looks
1105	lose
1106	luxury
1107	mainly
1108	man
1109	meant
1110	mediterranean
1111	menus
1112	mile
1113	milkshakes
1114	miss
1115	moderates
1116	native
1117	neighboring
1118	neighbour
1119	nevertheless
1120	northern
1121	nothing
1122	number
1123	obtained
1124	olives
1125	ones
1126	ore
1127	overlooking
1128	overpriced
1129	parking
1130	parties
1131	pass
1132	pastas
1133	peaceful
1134	permits
1135	pizza
1136	platters
1137	playground
1138	polite
1139	positive
1140	pricier
1141	private
1142	problem
1143	professionally
1144	profile
1145	proves
1146	pubs
1147	purchased
1148	qualification
1149	ranting
1150	reasons
1151	recent
1152	recognized
1153	regularly
1154	relaxing
1155	remarkable
1156	restrooms
1157	result
1158	reviewers
1159	runs
1160	school
1161	second
1162	settings
1163	shores
1164	shot
1165	sicilian
1166	similar
1167	single
1168	singles
1169	soda
1170	sodas
1171	sophisticated
1172	specialises
1173	specialising
1174	specialized
1175	specialties
1176	specifically
1177	spent
1178	spoon
1179	sporting
1180	stake
1181	stellar
1182	students
1183	stuff
1184	styling
1185	suffers
1186	support
1187	surprisingly
1188	tapas
1189	tell
1190	tend
1191	toast
1192	together
1193	toilets
1194	tourists
1195	tow
1196	transport
1197	treats
1198	trendy
1199	true
1200	trumpington
1201	trying
1202	tucson
1203	turn
1204	types
1205	university
1206	unsurpassed
1207	useful
1208	varied
1209	vibe
1210	viewed
1211	water
1212	waterside
1213	way
1214	went
1215	whet
1216	whilst
1217	whiskey
1218	witch
1219	wonder
1220	work
1221	worse
